UF,jan. 2004,fev. 2004,mar. 2004,abr. 2004,mai. 2004,jun. 2004,jul. 2004,ago. 2004,set. 2004,out. 2004,nov. 2004,dez. 2004,jan. 2005,fev. 2005,mar. 2005,abr. 2005,mai. 2005,jun. 2005,jul. 2005,ago. 2005,set. 2005,out. 2005,nov. 2005,dez. 2005,jan. 2006,fev. 2006,mar. 2006,abr. 2006,mai. 2006,jun. 2006,jul. 2006,ago. 2006,set. 2006,out. 2006,nov. 2006,dez. 2006,jan. 2007,fev. 2007,mar. 2007,abr. 2007,mai. 2007,jun. 2007,jul. 2007,ago. 2007,set. 2007,out. 2007,nov. 2007,dez. 2007,jan. 2008,fev. 2008,mar. 2008,abr. 2008,mai. 2008,jun. 2008,jul. 2008,ago. 2008,set. 2008,out. 2008,nov. 2008,dez. 2008,jan. 2009,fev. 2009,mar. 2009,abr. 2009,mai. 2009,jun. 2009,jul. 2009,ago. 2009,set. 2009,out. 2009,nov. 2009,dez. 2009,jan. 2010,fev. 2010,mar. 2010,abr. 2010,mai. 2010,jun. 2010,jul. 2010,ago. 2010,set. 2010,out. 2010,nov. 2010,dez. 2010,jan. 2011,fev. 2011,mar. 2011,abr. 2011,mai. 2011,jun. 2011,jul. 2011,ago. 2011,set. 2011,out. 2011,nov. 2011,dez. 2011,jan. 2012,fev. 2012,mar. 2012,abr. 2012,mai. 2012,jun. 2012,jul. 2012,ago. 2012,set. 2012,out. 2012,nov. 2012,dez. 2012,jan. 2013,fev. 2013,mar. 2013,abr. 2013,mai. 2013,jun. 2013,jul. 2013,ago. 2013,set. 2013,out. 2013,nov. 2013,dez. 2013,jan. 2014,fev. 2014,mar. 2014,abr. 2014,mai. 2014,jun. 2014,jul. 2014,ago. 2014,set. 2014,out. 2014,nov. 2014,dez. 2014,jan. 2015,fev. 2015,mar. 2015,abr. 2015,mai. 2015,jun. 2015,jul. 2015,ago. 2015,set. 2015,out. 2015,nov. 2015,dez. 2015,jan. 2016,fev. 2016,mar. 2016,abr. 2016,mai. 2016,jun. 2016,jul. 2016,ago. 2016,set. 2016,out. 2016,nov. 2016,dez. 2016,jan. 2017,fev. 2017,mar. 2017,abr. 2017,mai. 2017,jun. 2017,jul. 2017,ago. 2017,set. 2017,out. 2017,nov. 2017,dez. 2017,jan. 2018,fev. 2018,mar. 2018,abr. 2018,mai. 2018,jun. 2018,jul. 2018,ago. 2018,set. 2018,out. 2018,nov. 2018,dez. 2018,jan. 2019,fev. 2019,mar. 2019,abr. 2019,mai. 2019,jun. 2019,jul. 2019,ago. 2019,set. 2019,out. 2019,nov. 2019,dez. 2019,jan. 2020,fev. 2020,mar. 2020,abr. 2020,mai. 2020,jun. 2020,jul. 2020,ago. 2020,set. 2020,out. 2020,nov. 2020,dez. 2020,jan. 2021,fev. 2021,mar. 2021,abr. 2021,mai. 2021,jun. 2021,jul. 2021,ago. 2021,set. 2021,out. 2021,nov. 2021,dez. 2021,jan. 2022,fev. 2022,mar. 2022,abr. 2022,mai. 2022,jun. 2022,jul. 2022,ago. 2022,set. 2022,out. 2022,nov. 2022,dez. 2022,jan. 2023
Rio Grande do Norte,80.258,69.742,75.823,79.305,75.219,73.742,70.563,69.622,71.250,73.392,77.686,81.554,82.107,79.768,80.350,87.988,83.006,78.759,78.399,78.399,78.757,77.151,84.520,89.513,81.744,82.599,94.289,86.433,86.807,88.807,85.071,87.388,86.726,91.343,95.066,96.858,95.082,94.119,96.079,98.123,94.803,93.340,88.518,88.988,89.151,91.781,95.200,100.280,101.087,103.319,99.430,97.112,101.713,95.611,93.464,94.336,96.948,101.984,102.181,110.538,109.330,102.745,108.039,109.868,106.569,103.731,101.003,106.629,107.766,112.226,116.686,127.225,123.528,113.954,126.249,128.681,126.911,125.237,116.793,112.630,114.866,119.964,126.592,132.378,127.716,124.876,131.234,129.165,125.824,124.482,121.546,120.829,123.458,129.197,134.675,138.493,137.496,131.156,138.872,138.420,140.237,136.352,129.862,128.282,132.735,133.710,140.540,147.921,150.762,147.828,147.287,155.836,156.484,152.094,139.715,141.872,145.457,151.876,156.155,159.454,164.038,158.793,167.802,161.737,168.883,150.904,157.224,152.533,150.940,160.742,168.660,170.299,175.887,168.135,167.911,168.361,176.191,170.036,156.574,153.247,155.099,163.480,166.344,173.709,175.591,170.666,172.176,181.541,175.456,172.626,165.385,164.752,167.499,174.507,177.294,184.786,182.705,179.871,183.498,184.725,184.213,178.512,160.492,160.426,168.182,172.515,172.592,186.046,189.806,182.431,189.900,184.221,173.472,175.692,159.467,168.299,173.577,181.864,190.857,185.537,195.598,193.691,193.639,178.164,188.769,186.813,175.848,172.153,171.272,183.721,192.849,196.864,205.653,191.540,205.165,216.776,199.875,190.157,185.259,180.145,188.303,195.847,202.262,203.740,213.317,210.138,217.620,218.050,195.084,201.888,191.965,188.100,191.346,199.743,200.619,210.892,218.120,198.177,213.113,202.788,202.292,177.801,181.717,176.671,188.522,186.577,200.185,204.032,207.768
Paraíba,78.698,68.827,74.707,75.635,71.575,69.427,68.034,65.568,71.383,73.991,72.831,73.886,79.107,78.453,76.801,78.729,75.523,72.169,71.265,71.011,72.031,75.140,77.841,75.965,79.499,77.721,76.805,83.842,81.680,79.882,76.276,77.329,78.145,80.419,87.037,83.086,84.129,81.750,79.591,86.140,82.696,78.888,74.777,75.203,74.758,80.469,85.450,82.043,92.313,90.445,85.063,88.307,87.667,82.648,81.357,83.162,82.982,86.754,89.451,91.541,98.528,89.018,87.852,97.128,90.372,87.988,86.847,89.376,87.128,94.284,96.854,99.264,104.030,98.929,106.688,114.084,104.937,103.885,99.376,98.072,99.415,102.684,112.207,119.984,114.365,106.893,116.793,116.322,114.762,109.440,110.656,104.844,107.633,113.022,116.803,124.063,121.819,112.854,124.322,125.762,119.875,119.117,114.984,118.029,110.245,119.561,119.141,125.176,144.404,137.314,137.722,141.376,136.947,127.456,130.119,124.950,124.408,130.327,132.214,136.190,156.209,152.500,148.289,145.010,149.550,139.294,139.293,129.292,136.205,137.481,143.819,142.983,163.829,155.788,154.323,151.249,150.361,147.245,131.959,138.113,145.020,142.802,143.581,147.654,156.327,149.039,155.707,154.537,150.292,148.674,146.731,140.929,149.691,145.862,156.715,157.630,157.703,150.528,172.416,156.595,161.151,154.683,139.519,144.640,142.354,148.849,160.024,155.427,165.403,160.110,165.974,164.051,155.138,151.703,146.936,147.745,141.667,159.469,167.385,160.228,183.563,168.134,173.169,174.515,176.364,161.792,160.159,150.575,155.037,165.621,170.884,181.016,189.149,184.335,191.944,195.108,193.505,162.716,163.379,162.021,170.819,182.877,196.165,197.014,197.316,196.266,206.157,206.530,191.848,183.039,181.223,181.874,181.950,195.881,197.028,216.734,200.868,188.798,212.140,196.637,199.194,174.796,175.960,173.986,184.695,185.265,203.344,210.297,216.605
Pernambuco,228.466,217.765,225.066,232.170,210.365,198.031,192.700,189.992,224.208,212.547,226.619,240.853,252.312,240.188,256.017,246.704,238.479,218.082,210.061,213.244,220.875,225.296,232.156,242.037,247.915,228.742,263.588,253.446,244.651,226.535,229.311,216.969,221.727,239.891,252.845,256.866,265.287,257.055,260.776,261.489,255.538,243.928,234.609,237.074,227.565,244.570,253.547,280.091,276.633,274.881,284.536,273.211,274.010,251.994,250.464,246.997,246.888,266.632,272.618,287.624,274.378,277.225,292.094,305.589,301.842,282.639,277.201,282.435,280.669,294.389,313.262,325.339,313.971,306.378,345.399,332.370,328.697,308.291,295.570,280.503,284.702,318.806,327.743,348.912,348.611,318.764,347.062,344.022,324.701,306.183,306.071,308.389,315.579,327.210,332.441,353.733,360.158,326.264,354.871,330.537,336.583,334.583,311.792,313.771,314.895,328.101,348.326,368.502,378.733,369.278,390.208,411.754,391.136,360.136,357.512,353.409,361.845,384.431,398.217,406.676,420.180,382.080,418.409,410.291,411.133,391.280,371.937,365.466,364.621,389.038,407.948,426.461,434.029,426.466,420.184,426.003,436.031,397.312,369.555,349.273,368.883,389.376,390.160,433.265,412.486,392.651,423.641,437.956,418.020,399.129,370.861,366.108,374.580,398.434,415.287,442.476,417.104,420.184,452.861,421.570,420.552,398.294,358.191,353.214,366.461,391.652,413.285,436.147,417.317,417.595,427.645,428.182,406.187,399.754,366.552,376.484,372.260,421.989,446.739,452.004,428.716,430.487,478.164,437.266,458.690,413.552,401.551,376.022,374.084,437.086,447.022,481.557,445.393,448.854,490.540,505.141,475.646,415.947,422.883,404.303,413.000,444.807,466.171,480.609,488.889,460.335,492.996,491.797,436.117,441.618,404.314,407.639,417.819,455.028,458.910,498.072,473.646,457.893,501.860,458.331,463.270,420.796,406.282,401.628,420.774,431.605,483.232,474.415,479.900
Alagoas,59.273,54.516,55.042,56.082,55.113,54.880,50.870,47.564,51.308,51.757,52.364,56.152,60.312,59.491,57.972,60.191,60.101,56.370,51.407,59.079,51.573,53.771,59.350,57.170,59.873,60.553,60.100,61.851,60.546,53.963,53.795,53.144,55.085,56.583,61.123,58.553,62.678,62.433,62.975,61.482,61.704,61.642,60.142,58.435,61.860,60.095,66.427,61.523,73.746,69.063,70.638,69.072,70.209,65.255,61.497,60.886,65.881,63.722,68.655,70.601,74.385,74.139,65.612,79.247,71.927,68.124,65.940,69.837,66.109,68.259,75.952,74.746,80.128,74.169,77.296,83.093,80.159,78.061,70.720,72.058,72.803,74.031,81.922,81.527,92.432,85.120,89.828,92.990,80.275,83.024,80.439,78.396,82.497,80.572,86.366,87.857,91.379,92.026,98.090,96.194,91.979,91.092,88.412,86.683,81.686,92.821,90.318,95.540,99.937,99.921,102.677,106.847,102.421,102.766,101.221,96.664,97.374,102.732,102.579,111.924,115.771,112.212,109.472,112.103,113.425,101.972,103.176,103.416,103.118,105.594,107.865,118.521,116.536,108.885,125.191,129.257,112.634,111.654,102.034,92.636,99.493,105.429,103.056,118.884,112.745,110.857,120.186,109.858,109.017,102.806,101.747,105.857,101.781,104.158,110.702,117.109,110.274,112.009,131.286,120.724,129.529,111.926,108.990,110.181,102.264,115.655,118.458,122.670,130.166,117.847,124.769,125.360,119.849,114.985,117.148,113.189,110.174,118.592,124.640,118.765,128.714,124.784,125.022,122.849,122.360,106.654,107.166,108.317,115.064,120.912,126.294,131.507,135.858,132.042,135.139,139.027,129.696,129.217,121.340,108.891,119.175,125.286,139.142,141.795,135.267,136.648,146.706,140.813,135.236,127.748,118.520,117.074,124.314,132.413,138.232,143.750,144.181,140.990,152.354,140.822,147.800,122.000,126.604,125.297,133.015,139.775,144.960,157.790,158.684
Sergipe,47.599,43.054,45.581,47.777,44.330,42.832,42.245,40.126,41.060,43.729,45.402,47.529,46.413,47.832,47.971,48.195,46.867,46.054,42.743,41.899,44.343,47.718,47.346,47.323,47.842,48.086,49.886,52.582,48.570,47.760,45.246,46.046,46.440,47.090,50.700,54.058,50.094,50.578,49.248,52.898,48.267,49.199,46.334,46.116,46.290,47.530,52.707,50.960,53.414,55.299,54.538,56.749,56.177,52.639,51.088,49.721,50.684,55.573,57.688,57.541,63.099,62.260,58.656,67.405,58.967,58.499,58.673,57.871,58.338,60.813,62.849,66.563,67.154,66.157,67.294,73.432,67.807,65.780,62.897,62.524,61.500,63.534,70.142,75.160,74.952,68.802,77.597,76.701,73.070,64.533,68.119,68.009,67.974,67.268,71.392,75.511,78.410,73.749,78.594,79.289,74.186,73.333,70.994,72.608,67.432,71.728,72.124,78.013,88.811,85.489,85.903,88.531,83.567,79.371,79.029,75.126,74.273,77.972,78.376,82.738,93.910,93.621,89.624,90.678,88.845,84.398,81.796,79.659,80.006,80.451,84.940,84.691,99.158,95.126,93.017,98.119,91.542,86.199,80.480,77.610,85.014,84.125,85.944,89.083,94.972,94.167,100.023,93.014,92.379,87.984,84.956,82.421,86.215,85.047,91.786,92.824,93.792,91.520,102.066,97.783,95.594,89.177,80.317,82.672,78.387,82.486,91.201,89.843,96.681,97.330,100.099,99.888,95.035,89.000,84.068,84.330,82.581,91.515,96.720,93.956,107.222,102.907,109.258,106.458,109.588,98.919,93.408,89.118,91.821,96.460,101.900,105.921,109.490,110.842,117.739,109.730,114.661,100.101,95.033,93.428,100.821,104.010,112.649,113.448,112.151,110.493,118.736,122.954,111.143,107.449,104.814,100.388,101.646,106.086,108.207,116.126,116.487,118.042,123.609,117.066,113.588,102.108,100.740,99.496,104.773,106.432,110.069,122.567,123.029
Bahia,294.798,269.980,276.717,290.815,282.304,265.518,263.190,247.536,261.495,271.886,285.609,284.402,308.754,309.170,296.338,297.905,290.164,278.458,276.319,274.644,281.416,293.224,298.957,300.201,312.171,300.999,331.774,308.367,297.839,292.267,285.329,289.946,299.087,310.795,336.258,301.693,334.772,313.590,313.295,318.180,313.571,320.403,322.837,314.851,298.310,324.225,339.018,339.630,372.812,359.460,347.264,354.743,351.089,327.991,340.619,331.064,329.078,363.019,344.470,368.734,382.482,375.572,414.481,406.421,367.466,346.978,369.963,376.397,392.617,398.026,390.808,430.971,408.145,406.420,470.355,433.233,429.537,434.058,416.799,411.273,414.874,421.907,458.677,470.919,474.264,428.866,483.671,437.675,453.789,424.552,443.913,439.918,431.842,448.539,441.912,458.159,480.979,446.543,508.147,459.259,488.717,446.767,432.327,447.781,438.307,449.432,449.515,456.949,513.311,520.115,535.203,566.515,507.814,451.487,503.116,498.097,486.122,520.787,519.768,521.219,578.715,553.326,561.657,566.467,554.866,506.804,524.295,510.134,515.269,540.011,563.169,551.470,589.553,580.843,591.643,594.996,564.525,511.455,512.981,502.116,521.558,546.481,563.255,607.354,614.458,570.365,631.933,613.334,561.774,560.490,516.563,528.354,548.515,555.323,579.105,608.363,591.437,572.688,605.117,597.532,595.280,567.245,513.190,514.989,530.870,564.216,587.768,602.290,594.642,601.810,602.875,622.165,582.166,568.324,536.426,542.482,545.671,592.172,638.944,612.250,610.558,621.313,694.334,618.620,636.722,572.968,561.100,535.701,555.105,618.470,639.439,677.537,645.416,616.274,670.567,654.540,632.003,579.082,592.220,559.791,583.427,634.966,633.608,661.645,695.741,647.405,701.022,702.073,600.408,620.812,586.471,562.060,596.529,639.622,620.300,659.637,636.018,645.196,691.420,649.136,645.646,591.898,586.628,578.924,600.944,611.010,665.056,653.489,667.611
Minas Gerais,628.874,547.150,609.944,583.131,570.943,569.761,552.882,556.686,595.065,593.152,570.185,568.840,611.356,559.891,560.495,609.841,580.757,597.358,577.655,564.874,605.413,592.283,599.505,586.869,606.853,544.503,623.179,577.017,600.512,593.455,580.890,570.293,617.857,594.556,621.416,587.992,635.194,574.887,605.458,616.075,625.063,607.798,578.010,613.211,617.936,617.484,631.943,569.734,687.405,605.897,561.018,581.248,706.576,663.576,660.170,655.991,633.533,661.398,706.492,603.113,739.274,634.302,696.566,689.334,716.487,647.040,671.097,716.732,692.579,701.078,723.781,671.179,761.127,690.044,723.995,728.911,706.906,708.672,692.542,720.598,745.292,747.658,728.830,731.604,810.644,727.276,790.228,759.419,747.767,718.527,747.741,757.926,781.850,760.390,755.662,764.692,776.114,730.646,829.798,805.735,758.576,781.813,755.891,795.832,808.261,807.806,840.758,784.241,909.228,778.602,785.241,842.275,862.057,837.818,781.514,861.526,860.139,841.231,906.535,851.753,931.360,934.169,880.049,852.883,911.277,861.208,872.020,884.044,840.816,911.136,956.399,862.533,965.806,898.791,872.683,896.729,840.340,819.266,806.854,870.932,848.832,902.228,934.175,859.402,927.183,881.346,855.433,936.250,871.471,895.355,815.185,835.574,908.820,910.525,898.730,876.693,906.730,879.517,935.929,898.001,875.733,895.558,847.946,881.874,900.080,873.558,965.368,863.218,951.798,936.455,895.184,954.805,906.479,876.663,859.995,902.668,910.349,960.445,949.412,896.501,983.550,994.656,969.670,920.454,924.583,895.878,877.393,911.768,955.454,934.150,1.019.506,934.892,1.032.199,971.793,981.078,1.000.173,934.173,919.429,892.049,990.380,970.648,1.054.776,1.044.994,1.008.973,1.108.300,1.025.567,1.031.723,1.105.891,940.728,999.330,944.024,1.020.310,1.070.938,1.068.868,1.035.219,1.002.706,1.069.151,1.029.118,1.097.386,1.083.728,1.033.169,1.026.260,1.006.204,1.005.526,1.074.204,1.105.199,1.066.285,1.170.665,1.132.694
Espírito Santo,117.210,110.618,114.342,109.482,105.932,97.920,95.662,95.209,101.358,104.702,107.157,105.104,125.184,116.101,117.601,125.023,108.386,109.616,110.275,108.658,115.961,113.938,115.212,133.078,118.578,134.527,135.655,131.732,120.424,112.120,107.536,118.638,115.404,114.433,120.971,123.561,142.088,137.468,139.378,144.792,130.519,123.799,116.009,122.690,121.178,121.809,142.796,133.078,153.289,151.812,142.030,141.152,144.676,134.355,126.872,131.298,128.583,138.947,145.733,138.121,157.322,153.594,168.444,153.884,136.933,144.746,140.765,145.814,147.804,150.182,151.424,157.251,182.680,179.895,167.640,175.111,154.717,148.718,135.430,132.880,149.643,151.567,156.703,178.562,181.204,187.030,183.983,174.376,159.574,152.122,146.228,153.736,153.538,151.553,154.781,170.427,178.183,178.938,193.466,182.511,165.881,167.987,156.281,160.104,159.238,164.232,179.697,184.908,211.991,195.940,193.018,196.441,178.365,171.985,164.919,176.116,163.913,176.823,188.599,194.803,214.516,224.318,216.308,206.052,196.454,177.960,184.232,177.440,171.907,191.060,196.371,205.293,240.056,220.466,225.672,207.730,188.564,180.343,169.429,177.589,177.633,195.066,194.116,214.613,228.754,227.425,232.269,228.141,205.505,180.651,161.788,171.675,184.388,174.962,186.876,203.559,229.284,217.471,241.642,203.761,190.908,182.167,170.507,160.092,175.967,176.378,201.938,193.541,224.220,225.411,237.133,212.684,197.862,183.547,175.013,183.975,175.331,205.464,194.152,218.041,245.515,252.109,259.827,226.068,235.668,189.686,185.319,185.967,181.616,209.425,220.135,232.722,245.951,234.296,240.300,232.939,208.023,188.121,198.960,194.487,208.946,223.888,218.416,254.796,262.562,244.885,256.427,255.860,222.484,214.124,197.468,187.643,219.805,220.854,211.946,228.724,241.844,258.968,308.424,256.376,240.155,209.330,195.812,221.533,216.133,225.098,250.118,244.094,256.168
Rio de Janeiro,873.761,873.118,846.841,871.608,819.332,726.377,742.366,726.723,777.210,792.954,823.408,854.633,951.343,870.828,900.343,959.439,849.609,826.181,775.863,788.320,874.442,819.845,867.504,938.610,914.515,981.707,1.054.672,928.137,814.723,795.204,802.794,789.107,778.178,852.397,875.556,921.117,965.576,937.067,1.060.924,1.022.287,890.524,777.575,751.296,775.156,834.741,842.099,917.421,877.504,1.055.800,958.257,967.120,934.482,927.937,798.399,815.841,848.524,820.194,878.727,911.760,855.873,1.013.223,1.019.125,1.106.323,987.719,914.407,814.325,824.491,857.404,887.860,939.823,992.602,1.079.504,1.166.697,1.181.483,1.113.704,1.068.208,938.079,868.116,836.283,861.625,883.942,933.419,916.291,1.098.670,1.218.819,1.218.704,1.165.343,1.080.818,1.039.715,882.492,888.377,921.748,963.128,966.409,976.965,1.017.585,1.105.618,1.150.256,1.263.418,1.081.713,990.682,920.063,913.486,927.524,924.411,954.865,1.052.282,1.082.995,1.299.788,1.158.221,1.216.760,1.067.156,1.032.323,963.908,956.631,945.191,949.617,1.058.299,1.052.826,1.132.024,1.383.474,1.427.481,1.371.624,1.192.676,1.093.621,1.010.512,1.021.902,909.596,1.012.669,1.123.514,1.139.917,1.176.620,1.534.945,1.440.254,1.363.129,1.172.903,1.086.117,969.807,940.957,988.657,992.047,1.106.761,1.149.574,1.126.820,1.400.959,1.261.659,1.246.403,1.300.597,1.144.569,956.049,889.151,979.082,1.052.189,1.086.494,1.149.992,1.238.987,1.379.810,1.340.994,1.420.610,1.091.635,1.011.288,939.650,892.310,922.439,914.252,1.048.747,1.092.409,1.164.666,1.320.689,1.217.072,1.367.582,1.300.794,1.119.636,1.003.327,960.189,960.302,925.069,1.062.821,1.030.835,1.147.548,1.416.090,1.299.786,1.326.465,1.135.048,1.167.676,976.224,913.683,921.731,933.929,987.900,1.127.269,1.064.399,1.286.719,1.255.655,1.212.553,1.102.614,1.016.751,975.154,957.965,1.023.553,1.052.915,1.186.596,1.125.818,1.262.253,1.308.227,1.342.694,1.342.877,1.278.369,1.032.406,1.011.374,922.723,924.938,1.093.799,996.055,1.008.620,1.107.336,1.156.326,1.366.575,1.370.126,1.267.113,1.018.993,934.148,929.306,955.710,940.151,948.252,1.036.528,1.128.875,1.110.242
São Paulo,2.074.541,1.980.655,2.058.328,2.169.643,2.041.062,2.039.384,2.066.713,2.074.705,2.122.527,2.117.323,2.107.765,2.040.860,2.186.012,2.070.147,2.132.612,2.229.432,2.116.809,2.177.682,2.162.541,2.173.291,2.224.133,2.247.607,2.192.297,2.210.951,2.255.056,2.230.458,2.308.011,2.320.717,2.276.049,2.327.287,2.277.352,2.296.701,2.377.111,2.339.656,2.379.708,2.384.053,2.440.676,2.351.043,2.413.480,2.440.438,2.458.210,2.378.151,2.368.283,2.468.106,2.484.697,2.472.577,2.537.478,2.536.673,2.516.197,2.624.776,2.508.868,2.568.569,2.607.143,2.557.202,2.583.522,2.656.370,2.625.711,2.734.678,2.692.642,2.625.315,2.738.453,2.618.139,2.695.539,2.743.559,2.698.563,2.657.294,2.753.841,2.801.539,2.788.227,2.796.243,2.718.763,2.860.870,2.824.219,2.753.910,2.835.809,2.899.400,2.794.865,2.795.205,2.721.713,2.959.164,2.936.292,2.889.998,2.870.500,2.933.031,3.044.638,2.950.718,2.989.099,2.922.397,2.909.346,2.924.865,3.002.206,3.006.602,3.137.864,3.027.007,2.998.118,3.005.043,3.078.192,3.051.458,3.184.244,3.238.470,3.039.117,3.163.701,3.002.898,3.095.647,3.216.773,3.142.063,3.296.854,3.170.896,3.336.894,3.293.154,3.178.704,3.223.864,3.196.726,3.212.287,3.160.677,3.218.118,3.222.768,3.237.625,3.273.022,3.228.839,3.461.696,3.496.627,3.315.447,3.225.417,3.254.318,3.056.443,3.216.509,3.220.868,3.169.411,3.334.939,3.421.444,3.264.325,3.735.760,3.398.284,3.111.987,3.138.293,3.061.472,2.883.429,2.996.482,3.043.716,3.012.224,3.261.673,3.179.977,3.182.336,3.307.601,3.244.949,3.198.702,3.442.383,3.109.396,3.044.937,3.071.357,3.011.324,3.153.986,3.110.775,3.171.590,3.224.289,3.418.496,3.191.539,3.443.812,3.238.209,3.212.906,3.122.230,3.150.624,3.010.047,3.316.934,3.262.909,3.277.767,3.323.375,3.366.667,3.339.408,3.457.753,3.489.463,3.312.547,3.257.080,3.191.665,3.069.413,3.350.093,3.253.356,3.411.417,3.425.289,3.744.559,3.642.284,3.516.365,3.328.709,3.457.486,3.207.914,3.175.923,3.182.354,3.305.429,3.536.856,3.601.007,3.450.851,3.594.572,3.428.472,3.460.677,3.342.502,3.267.615,3.318.000,3.447.358,3.463.067,3.524.278,3.776.132,3.610.007,3.851.950,3.925.311,3.622.262,3.726.261,3.750.048,3.430.489,3.324.785,3.339.975,3.340.041,3.590.530,3.473.030,3.418.352,3.685.904,3.529.924,3.486.158,3.867.454,3.659.877,3.420.701,3.334.991,3.420.645,3.376.390,3.464.599,3.478.201,3.599.979,3.773.234,3.597.226
Paraná,389.147,390.487,375.716,388.595,376.170,380.972,374.402,379.364,393.932,383.665,384.057,382.298,405.965,397.542,389.053,413.205,393.393,405.041,388.345,395.000,404.879,397.468,404.452,399.857,427.357,416.162,402.204,412.634,395.563,408.073,405.473,412.603,408.093,414.322,436.633,426.746,449.815,424.533,424.504,441.845,429.189,424.956,410.023,434.718,443.904,448.992,447.998,437.871,467.962,449.205,448.703,452.503,439.844,449.081,445.508,458.146,457.730,453.182,478.529,460.368,490.479,472.628,474.729,487.989,458.956,465.918,470.312,485.604,484.503,474.385,496.515,495.596,525.530,512.109,485.949,507.626,482.821,498.288,489.328,508.855,507.234,493.232,497.286,510.336,535.967,535.418,506.054,515.340,553.149,504.018,530.637,528.081,550.941,529.826,515.999,509.502,562.499,554.311,561.604,552.383,527.610,536.947,535.013,551.550,557.082,550.100,581.875,582.991,602.354,583.072,564.706,547.066,567.334,579.981,582.113,590.624,589.935,585.115,593.244,600.348,648.093,689.088,613.111,582.010,591.769,598.192,584.472,594.355,595.984,607.660,640.161,618.363,672.364,647.604,602.062,585.576,567.663,551.876,567.188,555.405,551.258,582.854,579.610,573.158,620.952,608.181,572.013,620.081,584.072,566.577,569.643,559.566,561.415,576.492,588.594,575.633,645.795,616.203,667.194,604.153,570.209,589.576,594.128,587.036,606.383,614.468,604.252,619.433,642.923,630.157,630.608,651.322,626.242,606.789,606.454,596.523,589.367,613.385,623.501,643.099,717.440,699.961,640.441,623.155,627.340,605.419,598.758,608.122,628.202,657.781,682.777,647.954,708.456,700.086,673.954,682.960,637.680,629.798,627.283,642.777,670.628,735.947,708.543,737.142,751.297,692.801,726.385,739.014,639.864,657.193,651.103,675.661,677.231,679.639,686.141,743.634,778.447,762.479,790.544,674.379,656.911,674.188,654.895,667.638,690.334,690.723,696.474,733.609,777.571
Santa Catarina,286.689,275.576,278.745,272.840,259.749,249.891,252.993,258.288,268.234,259.658,257.363,265.284,297.357,290.636,281.171,303.494,270.308,272.441,270.952,275.467,278.749,274.962,271.636,285.901,296.372,326.710,320.685,302.546,259.780,280.760,278.816,278.003,277.916,271.000,301.839,287.048,338.551,341.505,330.043,334.079,324.501,279.773,275.358,310.725,310.464,290.435,313.739,299.284,346.681,359.328,317.129,313.323,324.419,299.927,300.946,326.503,305.014,314.818,337.041,309.154,365.956,349.123,361.432,361.572,336.360,323.171,327.776,341.018,330.050,330.285,356.647,352.137,428.879,381.755,403.816,378.338,338.042,347.435,337.411,361.457,356.580,334.063,342.008,339.542,425.669,429.122,395.932,371.176,338.488,351.583,373.558,362.491,373.227,350.805,349.541,347.590,404.819,438.657,449.694,389.428,369.577,370.275,362.886,387.526,377.698,367.539,382.233,399.076,453.990,463.550,426.300,379.495,390.520,395.388,409.052,417.887,393.688,395.539,406.505,402.727,532.241,585.559,471.378,424.997,426.249,410.601,400.940,436.448,394.855,407.340,457.291,450.376,559.076,538.572,465.140,460.566,401.882,410.860,381.554,417.276,394.049,406.685,413.598,412.527,532.258,520.637,479.474,509.765,447.236,424.848,439.205,417.370,431.154,407.764,421.199,407.214,547.803,575.332,588.044,449.739,401.473,435.903,427.184,432.256,442.414,417.171,447.371,440.066,536.782,550.061,520.718,486.696,478.692,461.875,447.856,435.162,457.024,447.146,451.697,470.699,667.996,644.601,546.393,490.844,481.942,442.985,444.126,464.266,458.782,465.656,495.479,498.547,627.967,617.368,547.929,560.736,498.499,482.430,511.944,487.663,528.056,503.897,505.801,577.131,631.959,600.566,625.329,596.958,499.607,504.087,539.951,533.958,506.595,509.523,515.875,552.570,665.632,690.196,704.365,564.704,526.079,545.661,530.742,530.922,535.502,533.342,545.647,607.556,647.487
