UF,jan. 2004,fev. 2004,mar. 2004,abr. 2004,mai. 2004,jun. 2004,jul. 2004,ago. 2004,set. 2004,out. 2004,nov. 2004,dez. 2004,jan. 2005,fev. 2005,mar. 2005,abr. 2005,mai. 2005,jun. 2005,jul. 2005,ago. 2005,set. 2005,out. 2005,nov. 2005,dez. 2005,jan. 2006,fev. 2006,mar. 2006,abr. 2006,mai. 2006,jun. 2006,jul. 2006,ago. 2006,set. 2006,out. 2006,nov. 2006,dez. 2006,jan. 2007,fev. 2007,mar. 2007,abr. 2007,mai. 2007,jun. 2007,jul. 2007,ago. 2007,set. 2007,out. 2007,nov. 2007,dez. 2007,jan. 2008,fev. 2008,mar. 2008,abr. 2008,mai. 2008,jun. 2008,jul. 2008,ago. 2008,set. 2008,out. 2008,nov. 2008,dez. 2008,jan. 2009,fev. 2009,mar. 2009,abr. 2009,mai. 2009,jun. 2009,jul. 2009,ago. 2009,set. 2009,out. 2009,nov. 2009,dez. 2009,jan. 2010,fev. 2010,mar. 2010,abr. 2010,mai. 2010,jun. 2010,jul. 2010,ago. 2010,set. 2010,out. 2010,nov. 2010,dez. 2010,jan. 2011,fev. 2011,mar. 2011,abr. 2011,mai. 2011,jun. 2011,jul. 2011,ago. 2011,set. 2011,out. 2011,nov. 2011,dez. 2011,jan. 2012,fev. 2012,mar. 2012,abr. 2012,mai. 2012,jun. 2012,jul. 2012,ago. 2012,set. 2012,out. 2012,nov. 2012,dez. 2012,jan. 2013,fev. 2013,mar. 2013,abr. 2013,mai. 2013,jun. 2013,jul. 2013,ago. 2013,set. 2013,out. 2013,nov. 2013,dez. 2013,jan. 2014,fev. 2014,mar. 2014,abr. 2014,mai. 2014,jun. 2014,jul. 2014,ago. 2014,set. 2014,out. 2014,nov. 2014,dez. 2014,jan. 2015,fev. 2015,mar. 2015,abr. 2015,mai. 2015,jun. 2015,jul. 2015,ago. 2015,set. 2015,out. 2015,nov. 2015,dez. 2015,jan. 2016,fev. 2016,mar. 2016,abr. 2016,mai. 2016,jun. 2016,jul. 2016,ago. 2016,set. 2016,out. 2016,nov. 2016,dez. 2016,jan. 2017,fev. 2017,mar. 2017,abr. 2017,mai. 2017,jun. 2017,jul. 2017,ago. 2017,set. 2017,out. 2017,nov. 2017,dez. 2017,jan. 2018,fev. 2018,mar. 2018,abr. 2018,mai. 2018,jun. 2018,jul. 2018,ago. 2018,set. 2018,out. 2018,nov. 2018,dez. 2018,jan. 2019,fev. 2019,mar. 2019,abr. 2019,mai. 2019,jun. 2019,jul. 2019,ago. 2019,set. 2019,out. 2019,nov. 2019,dez. 2019,jan. 2020,fev. 2020,mar. 2020,abr. 2020,mai. 2020,jun. 2020,jul. 2020,ago. 2020,set. 2020,out. 2020,nov. 2020,dez. 2020,jan. 2021,fev. 2021,mar. 2021,abr. 2021,mai. 2021,jun. 2021,jul. 2021,ago. 2021,set. 2021,out. 2021,nov. 2021,dez. 2021,jan. 2022,fev. 2022,mar. 2022,abr. 2022,mai. 2022,jun. 2022,jul. 2022,ago. 2022,set. 2022,out. 2022,nov. 2022,dez. 2022,jan. 2023
Rio Grande do Norte,76.766,72.295,84.430,80.821,82.375,88.616,82.073,89.646,87.070,87.891,94.613,92.527,88.218,85.498,88.464,83.990,94.766,89.558,97.297,97.297,96.524,97.113,96.949,99.243,84.073,89.448,99.929,92.428,97.444,99.537,101.410,105.770,101.907,105.456,100.629,96.910,101.202,98.047,103.118,100.471,104.099,104.126,108.200,109.346,107.463,104.709,107.851,105.481,96.442,102.468,104.283,101.237,99.345,97.403,103.821,97.299,102.447,102.889,99.350,93.504,92.170,89.509,99.178,91.029,89.395,90.081,93.395,99.640,104.643,101.396,102.420,99.545,97.684,94.011,107.719,100.578,102.943,110.669,112.718,107.338,110.096,110.114,105.050,104.355,92.541,106.762,105.588,104.040,100.255,103.618,103.316,103.860,105.028,108.621,106.897,104.563,101.379,98.784,106.720,93.565,104.658,100.699,102.568,111.151,103.262,105.215,107.515,103.369,105.779,95.774,110.779,106.075,105.139,105.844,110.452,111.576,109.911,112.262,110.623,103.588,108.438,108.162,113.281,110.204,112.062,107.116,111.743,114.527,112.680,113.001,107.182,104.396,107.065,103.901,111.418,106.597,107.274,106.869,109.050,112.471,106.914,110.096,103.347,104.425,105.274,98.658,108.336,100.369,105.258,99.824,108.622,108.281,104.677,103.751,104.552,101.209,98.292,97.551,105.381,97.917,109.931,103.182,104.306,103.369,98.592,99.558,98.933,99.370,102.655,93.681,99.666,95.586,97.891,93.479,101.736,103.677,104.358,107.287,106.226,101.249,104.575,96.378,102.979,93.943,100.745,96.138,100.979,103.592,101.351,105.433,98.017,97.245,100.151,97.316,96.327,73.663,90.095,87.512,103.616,110.456,110.603,111.663,104.656,99.480,110.684,101.372,106.165,104.166,99.472,100.955,111.931,112.619,108.738,103.198,109.458,104.799,104.673,92.104,109.355,103.801,101.788,101.619,103.600,111.874,107.317,108.773,108.092,106.583,105.920
Paraíba,70.540,79.640,86.360,74.470,81.327,85.459,90.003,90.467,87.226,91.513,90.941,91.927,88.569,77.926,90.307,88.548,92.236,84.656,91.801,96.306,95.072,96.071,96.171,93.462,94.527,88.913,96.533,92.310,96.129,96.764,92.786,99.186,95.427,99.525,97.715,97.104,96.811,88.938,103.880,98.065,102.316,103.908,106.502,107.616,104.484,111.394,109.681,110.723,99.951,100.473,101.864,100.946,108.711,108.977,110.574,111.640,109.636,113.597,108.123,97.470,92.874,91.273,105.653,96.309,103.819,102.288,109.956,112.221,107.642,111.166,106.013,104.168,106.620,105.740,120.158,113.835,117.861,116.379,121.782,116.901,116.500,122.445,119.587,114.502,101.248,105.272,125.507,110.405,112.607,103.015,104.025,112.146,111.134,116.850,117.545,108.291,114.418,109.569,122.260,111.814,115.713,112.127,121.603,123.400,120.382,119.475,118.803,119.643,115.499,114.480,120.410,122.484,117.589,120.026,126.340,127.146,125.039,126.024,122.676,122.093,122.401,117.959,125.609,119.338,133.919,117.608,125.039,124.563,123.988,127.722,123.104,113.704,108.232,118.281,126.912,126.593,113.739,111.120,128.220,132.847,130.779,127.200,131.913,109.334,110.459,117.855,124.325,124.472,121.344,123.390,133.491,117.721,128.053,127.466,116.852,115.003,117.530,110.344,124.189,120.472,110.896,123.777,124.298,122.234,121.461,126.306,121.372,123.535,127.169,113.259,118.565,111.157,118.516,113.698,125.916,128.437,122.966,125.170,126.943,119.509,124.455,118.750,116.970,116.202,124.078,113.013,120.661,119.427,118.531,127.988,123.215,117.910,118.756,121.146,115.710,92.536,97.632,88.688,115.056,123.802,123.967,136.185,130.675,128.366,130.963,117.614,124.967,114.760,112.744,112.886,125.364,126.305,124.687,121.517,120.996,114.618,114.742,109.964,118.689,114.563,113.162,111.602,117.496,120.715,115.253,117.036,108.017,107.153,102.522
Pernambuco,165.832,165.846,183.040,177.795,179.917,186.908,180.209,192.459,196.937,198.569,198.794,199.980,184.371,181.999,199.454,192.523,188.312,185.105,181.718,199.039,202.202,204.313,198.248,193.920,187.993,180.492,198.236,190.875,195.310,193.615,195.356,196.015,192.426,206.115,198.396,201.340,204.984,202.680,224.039,211.838,226.331,211.617,218.828,215.115,213.430,233.032,226.479,223.398,199.399,208.939,219.340,218.892,227.035,224.494,224.262,226.956,227.211,234.199,231.892,230.077,193.156,180.863,199.967,201.321,209.497,206.763,215.314,228.400,228.671,234.724,233.962,240.707,217.013,223.180,245.876,232.841,237.931,231.990,243.962,245.355,241.350,243.548,249.762,260.112,239.407,230.335,255.455,247.185,243.216,245.337,246.102,265.381,249.220,257.436,253.579,257.177,247.799,250.505,271.778,255.054,268.055,253.279,259.676,269.549,268.124,273.805,271.851,261.422,277.946,263.797,275.135,279.584,281.676,270.711,287.393,295.181,292.702,303.238,295.293,291.208,292.424,284.726,294.425,285.634,294.921,280.601,291.016,305.565,304.012,315.923,298.259,291.517,311.223,310.465,326.978,311.400,332.816,322.174,315.251,320.175,315.227,320.506,314.506,300.342,301.937,312.526,332.359,317.886,327.945,316.678,324.702,329.671,311.476,326.718,325.101,321.396,315.984,297.464,321.694,299.134,303.252,301.686,322.289,326.863,317.333,317.920,308.791,300.669,294.201,289.426,306.509,297.638,300.926,296.782,302.449,307.083,302.314,324.157,316.924,318.224,305.494,301.318,307.236,309.248,315.809,297.572,314.033,308.412,300.714,333.973,312.633,312.371,302.205,295.107,307.984,233.054,264.646,277.878,306.884,322.517,319.434,340.735,318.421,307.130,342.488,320.568,339.457,321.841,339.236,314.076,343.798,329.369,322.659,335.967,336.807,330.298,328.663,327.963,328.184,327.459,338.982,310.240,320.972,315.870,321.094,331.972,307.063,293.881,310.942
Alagoas,146.469,137.025,132.539,154.050,155.702,154.513,163.783,166.650,156.881,162.929,155.482,155.943,158.365,151.335,160.962,161.021,163.292,156.604,156.679,163.227,169.348,130.781,162.383,158.731,160.020,153.552,166.401,166.678,117.826,143.528,145.058,167.068,158.232,169.932,157.714,159.872,163.303,152.718,160.689,164.393,137.268,169.606,165.864,171.180,145.796,165.823,167.362,163.323,169.777,156.230,168.642,167.856,165.471,157.600,172.669,174.282,169.449,152.699,165.179,165.438,143.175,149.270,159.609,146.994,147.458,143.301,144.166,147.529,169.295,146.449,140.359,140.244,150.370,162.807,162.384,168.886,167.713,170.938,168.591,169.249,162.551,169.164,150.766,92.429,119.670,72.066,119.263,153.470,98.283,112.228,164.249,161.730,169.428,161.190,150.454,145.252,157.521,158.029,175.124,174.196,145.448,152.114,175.787,178.813,163.137,124.966,171.838,168.054,179.439,168.787,178.384,179.994,176.617,180.004,174.931,175.822,160.200,172.392,146.728,179.651,184.986,150.821,179.703,175.814,177.316,176.955,189.306,181.623,180.451,164.599,177.926,188.147,176.834,144.966,167.006,159.731,161.551,173.280,179.356,182.039,176.911,186.032,174.463,173.574,168.763,150.082,169.179,146.411,180.293,161.159,182.295,182.875,177.748,175.589,172.851,174.198,176.740,139.875,175.772,142.685,135.334,163.041,174.791,174.973,168.636,169.889,170.451,178.767,84.389,46.351,62.441,153.172,166.746,163.379,178.920,158.202,151.813,179.342,162.056,160.576,164.010,115.826,119.256,112.980,88.172,53.221,58.954,62.686,58.779,63.634,61.229,60.820,64.481,60.348,58.930,47.616,56.530,59.614,65.082,65.769,63.852,59.222,61.471,65.354,78.161,88.148,118.787,112.103,128.467,96.044,98.797,129.646,130.435,98.155,82.648,132.547,127.782,139.499,151.956,136.108,71.805,114.435,172.562,169.591,123.941,114.661,108.415,106.467,145.833
Sergipe,81.794,84.404,90.286,94.328,84.036,93.030,101.416,99.886,98.768,98.818,96.744,102.190,98.854,89.057,103.429,103.564,100.705,104.585,101.609,101.835,105.091,109.374,109.040,106.252,101.952,99.343,106.852,100.479,107.381,106.058,105.195,113.251,110.615,108.232,108.411,107.589,115.381,105.332,113.556,114.597,98.541,102.090,115.661,120.464,116.631,124.430,120.853,121.410,119.648,109.263,118.801,117.773,112.448,108.317,118.043,117.673,114.507,118.657,114.393,111.520,110.598,107.126,116.623,113.764,106.377,109.862,102.958,116.638,115.310,127.014,121.726,118.619,116.933,111.454,126.783,110.405,122.669,122.469,130.747,121.613,122.069,132.086,129.900,124.342,125.324,106.642,127.258,124.751,129.595,123.995,133.271,133.880,134.904,139.946,131.987,134.123,126.729,125.156,139.469,128.333,137.434,121.033,132.440,131.591,123.778,135.586,135.212,135.831,128.057,124.615,136.263,132.571,133.228,134.407,140.558,141.653,134.369,142.387,139.153,142.182,133.237,135.516,134.244,129.092,127.420,121.322,128.956,136.356,141.281,146.579,128.246,133.720,136.732,129.777,136.997,131.713,124.553,122.812,121.074,122.523,116.954,125.104,118.264,117.880,120.428,115.811,118.134,117.363,112.119,114.100,118.149,117.659,117.446,114.276,119.020,115.751,116.144,109.108,111.555,109.157,108.598,103.223,107.210,98.327,91.689,109.507,115.118,116.097,117.788,103.537,107.039,103.166,100.064,93.392,105.352,106.612,106.601,103.832,98.253,101.835,100.750,86.675,86.944,86.064,93.802,87.131,88.520,88.955,91.268,92.013,90.481,90.733,88.673,90.167,87.398,74.195,82.294,80.323,83.766,91.464,90.142,96.833,88.119,91.531,89.059,92.628,102.440,97.710,101.646,92.410,102.715,103.815,102.859,98.432,96.774,108.736,90.518,93.587,106.166,95.798,100.996,86.606,80.761,95.352,98.386,102.649,98.194,98.635,96.721
Bahia,762.417,726.121,770.471,764.757,779.519,781.390,805.060,815.621,822.756,811.124,812.218,833.825,805.554,736.078,765.275,796.032,836.189,785.342,851.201,838.479,822.425,806.449,781.115,815.769,786.325,720.579,808.781,788.924,801.784,782.628,813.557,834.049,818.276,834.810,800.948,797.228,811.622,723.730,792.383,816.848,849.841,826.404,881.770,889.652,907.844,923.649,889.659,943.326,912.301,853.940,884.220,899.274,988.764,914.868,902.382,935.925,929.076,924.689,851.215,772.928,711.933,729.195,823.600,764.659,725.886,749.503,783.366,835.056,832.422,875.602,786.998,854.592,848.065,826.438,923.110,850.847,887.791,874.992,876.645,845.725,863.745,902.594,832.345,801.947,753.520,670.448,820.449,795.306,811.576,788.415,799.154,829.131,775.231,778.900,758.447,753.544,781.754,747.738,796.999,795.345,814.656,721.021,794.156,817.838,837.619,842.309,822.602,830.112,831.666,776.760,823.022,851.024,836.212,801.154,858.842,807.858,811.932,846.468,825.217,832.378,844.087,794.082,875.133,878.973,875.061,855.734,918.818,940.293,932.715,926.534,933.782,908.777,830.607,784.990,856.098,814.206,866.490,822.239,761.232,784.701,701.506,755.292,734.471,738.941,725.634,713.668,750.835,650.939,767.238,713.984,727.304,715.331,698.015,731.017,711.767,722.289,738.579,689.505,771.879,724.496,735.098,751.213,798.559,785.648,711.080,788.899,736.519,733.056,776.684,714.266,780.358,760.950,773.601,758.522,804.375,812.443,742.655,776.631,792.922,788.078,800.239,745.055,808.796,784.414,831.250,773.845,798.634,746.868,673.620,754.857,729.280,783.033,818.713,802.351,777.246,694.679,700.392,726.755,794.035,730.797,781.739,831.946,737.466,785.701,828.224,763.422,813.308,771.736,806.332,754.916,795.561,775.730,704.572,802.418,811.732,826.936,786.884,743.064,804.016,770.108,807.986,798.210,836.873,820.223,775.317,827.119,797.543,782.837,801.569
Minas Gerais,2.395.276,2.398.274,2.346.686,2.416.724,2.440.122,2.506.719,2.495.132,2.543.969,2.541.940,2.512.214,2.686.555,2.592.346,2.504.875,2.521.756,2.448.151,2.613.961,2.449.323,2.380.809,2.400.149,2.611.505,2.634.826,2.456.909,2.493.213,2.591.151,2.378.123,2.414.924,2.261.695,2.495.058,2.404.085,2.488.509,2.438.660,2.519.193,2.513.549,2.451.955,2.563.762,2.437.984,2.643.698,2.668.756,2.576.066,2.727.512,2.730.938,2.714.738,2.686.772,2.745.563,2.786.325,2.713.230,2.819.262,2.797.570,2.379.168,2.251.138,2.645.309,2.483.289,2.527.965,2.622.601,2.640.601,2.735.900,2.722.053,2.688.928,2.652.797,2.320.739,1.951.212,1.952.935,1.903.369,2.139.330,2.060.931,2.155.994,2.111.748,2.314.857,2.395.669,2.365.935,2.475.098,2.437.297,2.421.242,2.468.753,2.481.028,2.621.983,2.579.028,2.670.080,2.672.891,2.742.191,2.744.679,2.709.522,2.726.232,2.677.398,2.669.810,2.632.337,2.570.548,2.716.341,2.668.751,2.784.775,2.727.430,2.796.156,2.794.680,2.717.558,2.758.373,2.655.361,2.550.359,2.627.979,2.581.252,2.653.751,2.582.443,2.622.123,2.585.104,2.646.019,2.666.972,2.655.292,2.630.797,2.384.334,2.429.892,2.392.524,2.398.782,2.542.895,2.523.754,2.582.623,2.521.218,2.645.975,2.645.082,2.594.134,2.627.257,2.499.949,2.491.134,2.572.335,2.285.822,2.514.088,2.419.340,2.477.957,2.399.892,2.482.366,2.421.237,2.404.280,2.466.715,2.332.982,2.303.324,2.464.836,2.317.160,2.410.325,2.356.149,2.379.668,2.311.220,2.358.295,2.400.802,2.342.643,2.300.378,2.205.256,2.207.591,2.353.802,2.320.769,2.492.969,2.438.197,2.532.053,2.448.018,2.542.191,2.570.171,2.478.339,2.501.009,2.398.426,2.351.340,2.477.705,2.342.676,2.527.729,2.344.162,2.453.291,2.445.341,2.424.683,2.457.860,2.380.191,2.539.414,2.498.007,2.569.806,2.424.935,2.655.333,2.589.961,2.508.369,2.539.175,2.610.537,2.665.047,2.580.479,2.672.363,2.628.316,2.554.789,2.624.617,2.353.201,2.534.463,2.507.395,2.533.226,2.446.973,2.541.816,2.533.707,2.414.845,2.468.512,2.438.163,2.372.711,2.422.672,2.428.142,2.538.802,2.268.049,2.370.530,2.270.614,2.551.339,2.667.871,2.539.448,2.728.950,2.611.136,2.625.106,2.725.745,2.553.748,2.795.522,2.721.100,2.813.607,2.726.047,2.801.120,2.812.575,2.697.636,2.819.109,2.758.660,2.762.813,2.675.569,2.478.884,2.512.583,2.692.276,2.826.895,2.560.892,2.629.564,2.734.195,2.528.526,2.851.344,2.739.738,2.663.063,2.731.813
Espírito Santo,327.233,314.198,325.672,316.468,323.523,320.369,339.597,344.799,330.464,334.354,330.191,341.430,335.751,321.243,349.609,335.587,355.937,354.332,349.450,366.017,358.829,366.101,345.159,341.507,352.751,338.315,360.793,350.431,360.529,361.118,369.322,389.848,370.664,377.793,370.186,357.000,366.295,350.120,388.185,368.980,386.462,362.076,359.271,371.020,365.444,385.371,372.105,375.414,360.364,338.647,360.609,365.660,392.006,383.498,399.521,401.284,403.790,409.830,322.451,230.792,186.944,222.046,243.144,257.929,236.145,260.796,327.647,358.259,358.969,370.847,345.975,370.485,364.578,357.982,389.025,377.306,387.323,399.127,407.075,402.246,394.786,401.856,395.394,416.985,414.098,395.933,425.607,415.117,426.138,406.934,429.208,419.041,399.837,390.283,409.807,429.458,380.952,383.081,428.094,395.815,413.947,417.397,430.778,430.804,404.984,419.982,403.420,389.796,394.700,398.547,412.480,414.591,435.222,408.147,415.807,429.201,387.580,434.544,441.252,423.146,424.541,409.744,419.397,411.491,409.851,419.962,430.600,455.450,436.100,445.194,432.287,423.468,429.807,409.827,442.612,428.592,421.877,413.460,434.864,437.532,415.355,408.403,327.416,330.974,304.429,328.473,335.424,334.809,339.135,287.150,318.400,306.314,320.957,326.882,317.754,310.454,306.432,320.322,304.500,334.128,319.553,320.376,319.078,359.098,325.916,329.318,330.168,322.483,317.121,311.357,355.360,336.945,331.159,313.792,354.283,369.342,355.488,362.385,373.233,363.433,348.338,324.369,350.723,332.291,337.872,348.266,351.611,349.111,351.181,323.934,300.754,288.681,286.945,302.550,339.591,281.768,273.719,290.256,349.663,336.126,346.117,323.319,313.332,330.398,331.363,300.107,333.242,311.729,344.126,363.667,357.708,353.265,340.572,391.014,359.723,338.666,319.805,305.016,329.514,343.750,368.174,331.458,331.997,350.192,344.320,332.877,331.914,320.619,343.296
Rio de Janeiro,755.628,730.570,737.881,738.105,740.772,737.635,791.731,769.132,754.657,787.316,760.324,789.462,766.092,741.964,748.310,782.640,773.093,759.289,782.713,812.506,848.346,791.497,792.689,779.039,764.779,759.018,682.951,704.607,775.962,721.443,762.799,841.449,767.265,779.650,793.143,787.572,769.144,758.761,862.962,811.063,795.576,755.680,751.771,803.868,793.412,777.851,773.565,809.452,772.696,738.231,803.059,805.139,798.955,795.910,814.200,815.346,799.050,823.295,789.137,688.399,629.412,645.366,706.100,635.397,637.480,625.838,700.056,664.246,684.532,702.804,717.273,771.013,698.787,672.844,738.819,725.233,808.017,811.244,835.809,821.898,837.624,886.562,863.876,816.322,826.821,755.751,748.975,731.605,745.750,712.494,707.128,762.585,751.142,745.010,746.553,703.926,720.295,714.803,759.673,752.363,766.931,721.310,764.811,776.797,776.953,797.142,798.509,723.739,736.852,739.373,773.550,791.700,785.244,756.821,764.810,795.798,792.363,783.334,813.493,753.823,727.186,734.864,741.692,763.520,726.920,752.716,703.721,715.763,708.917,740.953,763.023,725.520,727.591,721.930,790.651,755.878,771.384,767.498,753.259,746.454,684.147,747.958,699.062,632.289,691.519,692.821,732.566,701.743,698.472,699.515,717.282,755.900,692.887,727.993,673.018,614.800,705.430,664.150,710.781,674.132,636.887,660.517,665.195,665.006,661.776,751.376,713.174,701.118,721.168,676.606,749.641,750.958,695.268,668.893,717.366,698.570,654.484,700.725,697.729,602.492,703.193,649.780,686.676,668.409,693.317,649.120,654.647,662.978,638.132,685.810,702.624,613.775,704.579,687.104,715.002,564.957,609.010,588.671,672.634,686.382,681.745,712.332,695.590,722.368,732.499,680.853,740.896,742.665,744.160,712.845,701.064,715.606,704.973,742.096,716.169,657.089,709.359,694.863,735.636,739.445,735.771,697.111,692.591,720.472,705.169,710.257,680.166,593.844,655.120
São Paulo,3.499.334,3.641.580,3.677.373,3.913.242,3.753.889,3.936.932,3.953.980,4.052.294,4.120.856,4.128.933,4.092.032,4.054.099,3.691.575,3.792.978,3.860.019,4.013.269,3.927.008,4.011.757,4.076.123,4.133.092,4.164.236,4.155.938,4.090.786,4.036.283,3.856.964,4.055.482,4.198.222,4.194.942,4.052.098,4.151.301,4.165.532,4.273.783,4.224.977,4.280.542,4.300.324,4.275.336,4.049.589,4.188.532,4.329.715,4.507.532,4.439.199,4.544.459,4.426.115,4.488.819,4.661.174,4.590.297,4.690.139,4.536.199,4.221.172,4.467.742,4.408.751,4.470.594,4.525.926,4.471.787,4.615.994,4.763.449,4.632.118,4.701.595,4.594.345,4.159.358,3.662.816,3.928.530,4.087.697,4.168.105,4.108.187,4.137.079,4.252.347,4.386.733,4.463.013,4.574.343,4.565.298,4.276.521,3.864.342,4.371.815,4.485.528,4.682.153,4.550.424,4.666.532,4.604.799,4.728.386,4.748.770,4.659.799,4.717.005,4.700.429,4.325.401,4.511.015,4.600.271,4.742.962,4.581.192,4.710.674,4.658.259,4.785.977,4.849.895,4.755.915,4.783.764,4.683.940,4.352.532,4.566.183,4.671.720,4.840.517,4.607.812,4.687.585,4.542.028,4.686.548,4.765.761,4.697.326,4.740.378,4.469.961,4.257.677,4.624.135,4.580.020,4.714.130,4.710.262,4.611.653,4.591.068,4.690.540,4.673.717,4.730.486,4.787.642,4.579.086,4.187.957,4.551.544,4.553.560,4.540.009,4.445.981,4.272.043,4.052.978,4.304.583,4.262.281,4.231.928,4.535.189,4.315.733,3.883.529,4.235.359,4.186.573,4.323.093,4.117.285,4.063.230,3.953.982,4.073.278,4.013.939,4.033.542,4.077.415,3.931.655,3.475.161,3.823.308,3.918.019,3.977.942,3.862.425,3.876.965,3.939.962,3.964.950,3.956.388,3.923.778,3.942.363,3.846.586,3.561.122,3.805.638,3.825.855,4.094.050,3.799.642,3.992.120,3.966.821,4.002.920,4.170.485,4.020.130,4.154.674,4.091.197,3.897.665,3.951.475,4.235.007,4.134.608,3.961.239,3.954.501,4.107.707,4.181.549,4.111.729,4.198.150,4.171.860,3.899.773,3.868.923,3.958.057,3.984.285,3.986.722,4.032.657,3.939.671,3.886.075,3.940.192,4.007.649,4.138.192,4.081.824,3.811.382,3.660.932,3.923.295,3.994.239,3.388.877,3.104.146,3.327.898,3.705.990,4.007.569,4.155.857,4.277.901,4.258.640,4.154.898,4.228.676,4.153.973,4.521.948,4.330.063,4.135.650,4.195.768,4.211.476,4.250.460,4.358.339,4.352.445,4.338.739,4.211.259,4.091.756,4.120.874,4.292.225,4.435.276,4.336.700,4.301.482,4.336.796,4.408.071,4.423.644,4.324.613,4.267.647,4.100.418,3.886.793
Paraná,691.432,707.144,741.249,751.987,741.369,747.592,755.740,773.062,773.817,766.903,777.589,766.142,689.452,727.874,764.419,783.746,771.021,749.753,758.702,775.927,759.585,769.065,776.995,770.644,738.258,757.233,769.981,789.835,788.633,802.708,800.746,828.887,788.997,803.274,811.650,773.375,721.491,781.004,797.811,815.482,810.835,816.564,829.463,851.689,832.517,869.369,855.680,854.876,804.418,850.542,899.574,893.360,849.175,896.352,895.871,902.628,895.335,906.020,862.256,820.776,720.142,762.994,860.136,841.573,747.069,842.474,850.762,868.996,863.067,880.348,861.313,868.291,798.373,867.952,895.271,897.273,886.307,901.802,908.318,906.496,906.097,889.266,891.883,900.461,839.658,897.196,911.434,917.713,937.312,931.843,937.835,954.820,954.455,946.567,908.795,920.783,854.115,935.894,927.878,964.555,920.222,942.012,943.141,972.237,977.011,951.277,990.800,977.058,850.922,972.190,944.904,995.211,977.924,1.003.994,980.693,1.037.289,1.043.137,1.021.631,1.036.128,1.015.127,898.537,1.030.484,962.646,1.052.131,961.680,1.015.239,986.334,1.044.625,1.041.366,1.015.540,1.066.843,1.032.632,917.555,1.031.574,947.765,1.021.041,979.573,996.532,975.071,1.006.817,1.011.883,991.700,996.871,991.228,869.189,1.014.274,1.026.081,1.056.402,1.011.170,1.010.352,992.732,993.168,992.681,956.355,1.012.109,1.018.549,937.671,1.034.698,1.023.435,1.110.876,1.016.473,1.034.125,995.853,1.057.971,1.073.235,1.032.598,1.043.040,1.041.740,1.002.193,1.016.842,1.100.371,1.097.778,976.189,1.024.358,1.087.686,1.113.571,1.055.070,1.100.118,1.079.012,1.071.976,1.044.326,1.036.444,1.081.778,1.098.243,1.084.954,1.087.554,1.121.055,1.080.629,1.034.192,1.116.565,1.072.814,1.024.381,1.007.325,1.056.192,1.077.833,919.664,1.009.329,976.217,1.080.799,1.098.923,1.123.888,1.169.525,1.141.826,1.153.742,1.136.976,1.087.912,1.204.604,1.149.225,1.177.034,1.132.414,1.180.889,1.195.090,1.129.695,1.193.755,1.171.771,1.132.023,1.157.247,1.214.472,1.267.216,1.191.255,1.242.410,1.206.736,1.223.054,1.230.964,1.182.374,1.167.672,1.153.020,1.134.503,1.164.250
Santa Catarina,466.790,568.790,623.121,567.109,599.674,573.569,602.353,615.042,577.927,583.974,609.264,589.142,510.627,605.311,631.137,606.763,615.661,613.377,615.833,620.823,577.936,599.045,599.122,589.326,530.115,596.091,645.612,608.853,613.591,621.730,635.768,639.539,639.829,632.607,629.755,604.615,562.289,640.472,675.321,650.163,640.010,713.184,693.830,686.018,668.256,696.929,692.231,656.448,577.041,700.775,727.800,718.463,703.725,699.158,743.473,728.936,725.958,739.435,702.131,608.103,528.772,657.598,677.726,661.169,661.120,653.692,676.077,663.817,668.499,704.353,706.238,696.006,588.385,697.922,757.913,734.663,776.971,726.067,757.191,749.629,741.729,741.336,751.499,736.255,646.515,724.908,777.074,741.882,760.018,754.378,744.714,770.873,745.323,783.240,758.318,761.568,651.004,764.324,823.183,769.546,813.683,766.662,790.736,809.274,764.167,804.230,788.827,766.210,719.066,785.620,834.575,828.257,834.464,820.667,842.438,840.128,794.557,873.076,836.546,780.874,754.355,841.673,864.624,832.293,847.968,797.837,844.566,834.312,844.947,878.387,853.832,791.337,718.199,838.303,844.244,828.651,808.672,791.553,773.900,803.093,766.469,787.588,790.518,716.253,682.919,787.289,792.268,811.919,790.523,797.581,801.994,831.334,807.233,804.473,804.091,754.261,753.639,812.816,870.886,811.143,833.608,826.652,846.668,877.201,843.880,862.540,848.321,804.278,792.996,841.404,888.816,875.161,827.462,823.753,881.666,893.900,848.161,895.570,880.216,802.456,825.122,882.196,904.472,900.390,901.574,857.712,891.760,914.784,881.425,933.187,908.864,812.404,850.888,926.354,884.093,728.481,749.576,786.309,883.309,923.646,955.158,992.383,985.278,919.812,878.216,931.585,1.023.944,978.815,967.548,957.140,982.998,1.002.066,983.087,973.100,966.147,906.728,932.009,939.141,1.023.918,952.035,987.715,973.132,994.585,1.011.619,973.179,981.813,959.009,884.931,915.018
