Empresa de Pesquisa Energética - EPE,,,,,,,,,,,,,
Consumo de energia elétrica na rede (MWh),,,,,,,,,,,,,
Sistema SIMPLES,,,,,,,,,,,,,
,,,,,,,,,,,,,
,2023*,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
,2014,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  40.279.759 ,  41.653.487 ,  40.269.429 ,  39.591.854 ,  39.100.499 ,  37.726.473 ,  37.866.809 ,  38.550.694 ,  38.894.976 ,  40.100.441 ,  40.950.726 ,  39.838.307 ,  474.823.454 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  2.600.972 ,  2.476.973 ,  2.612.667 ,  2.601.327 ,  2.707.327 ,  2.643.397 ,  2.821.879 ,  2.657.952 ,  2.836.892 ,  2.825.876 ,  2.762.256 ,  2.816.133 ,  32.363.651 
Nordeste,  6.886.428 ,  6.620.899 ,  6.857.552 ,  6.683.649 ,  6.683.419 ,  6.378.158 ,  6.554.674 ,  6.652.720 ,  6.721.395 ,  6.929.491 ,  6.919.617 ,  6.859.202 ,  80.747.204 
Sudeste,  20.704.340 ,  21.763.013 ,  20.782.600 ,  20.451.575 ,  20.068.194 ,  19.293.127 ,  19.111.350 ,  19.438.306 ,  19.529.007 ,  20.304.956 ,  20.968.110 ,  20.098.588 ,  242.513.166 
Sul,  7.333.087 ,  8.019.594 ,  7.281.924 ,  7.007.480 ,  6.794.930 ,  6.627.215 ,  6.639.960 ,  6.872.774 ,  6.787.415 ,  6.922.704 ,  7.264.836 ,  7.266.585 ,  84.818.504 
Centro-Oeste,  2.754.932 ,  2.773.008 ,  2.734.686 ,  2.847.823 ,  2.846.629 ,  2.784.576 ,  2.738.946 ,  2.928.942 ,  3.020.267 ,  3.117.414 ,  3.035.907 ,  2.797.799 ,  34.380.929 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  308.956 ,  283.510 ,  292.087 ,  299.226 ,  305.901 ,  302.528 ,  305.209 ,  313.142 ,  340.352 ,  344.356 ,  339.035 ,  335.079 ,  3.769.381 
Norte,  2.853.260 ,  2.697.765 ,  2.857.495 ,  2.753.788 ,  2.779.906 ,  2.709.597 ,  2.901.748 ,  2.771.867 ,  2.876.693 ,  2.883.384 ,  2.833.011 ,  2.868.330 ,  33.786.844 
Nordeste,  6.038.656 ,  5.844.373 ,  6.042.578 ,  5.943.838 ,  6.018.103 ,  5.721.917 ,  5.888.798 ,  5.928.875 ,  6.018.843 ,  6.209.140 ,  6.208.638 ,  6.168.145 ,  72.031.904 
Sudeste/C.Oeste,  23.745.800 ,  24.808.245 ,  23.795.345 ,  23.587.522 ,  23.201.659 ,  22.365.216 ,  22.131.094 ,  22.664.036 ,  22.871.673 ,  23.740.857 ,  24.305.206 ,  23.200.168 ,  280.416.821 
Sul,  7.333.087 ,  8.019.594 ,  7.281.924 ,  7.007.480 ,  6.794.930 ,  6.627.215 ,  6.639.960 ,  6.872.774 ,  6.787.415 ,  6.922.704 ,  7.264.836 ,  7.266.585 ,  84.818.504 
,,,,,,,,,,,,,
,2013,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  38.366.810 ,  38.005.652 ,  38.442.192 ,  38.653.663 ,  38.344.862 ,  37.627.698 ,  37.697.945 ,  38.613.276 ,  38.524.724 ,  39.389.004 ,  39.920.290 ,  39.556.378 ,  463.142.494 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  2.392.453 ,  2.266.206 ,  2.378.192 ,  2.461.104 ,  2.454.164 ,  2.449.533 ,  2.562.520 ,  2.559.396 ,  2.571.187 ,  2.720.586 ,  2.641.606 ,  2.738.735 ,  30.195.682 
Nordeste,  6.659.728 ,  6.452.494 ,  6.705.944 ,  6.852.552 ,  6.660.227 ,  6.384.530 ,  6.534.919 ,  6.580.762 ,  6.536.720 ,  6.832.552 ,  6.759.701 ,  6.733.760 ,  79.693.889 
Sudeste,  20.089.886 ,  19.775.484 ,  19.907.218 ,  20.097.448 ,  19.911.821 ,  19.652.655 ,  19.331.509 ,  19.838.087 ,  20.027.335 ,  20.325.563 ,  20.765.973 ,  20.381.824 ,  240.104.803 
Sul,  6.617.103 ,  6.952.735 ,  6.833.953 ,  6.572.123 ,  6.613.672 ,  6.498.366 ,  6.544.154 ,  6.797.218 ,  6.572.961 ,  6.654.874 ,  6.849.526 ,  6.885.986 ,  80.392.671 
Centro-Oeste,  2.607.640 ,  2.558.733 ,  2.616.885 ,  2.670.436 ,  2.704.978 ,  2.642.614 ,  2.724.843 ,  2.837.813 ,  2.816.521 ,  2.855.429 ,  2.903.484 ,  2.816.073 ,  32.755.449 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  651.988 ,  627.052 ,  638.423 ,  675.977 ,  672.806 ,  688.200 ,  287.311 ,  289.566 ,  303.953 ,  317.941 ,  318.537 ,  311.346 ,  5.783.100 
Norte,  2.432.546 ,  2.282.245 ,  2.438.608 ,  2.442.681 ,  2.441.501 ,  2.410.278 ,  2.940.174 ,  2.973.453 ,  2.876.875 ,  2.992.731 ,  2.892.566 ,  2.961.111 ,  32.084.769 
Nordeste,  5.712.701 ,  5.562.227 ,  5.752.104 ,  5.926.994 ,  5.721.609 ,  5.465.976 ,  5.581.384 ,  5.608.228 ,  5.632.880 ,  5.936.067 ,  5.898.490 ,  5.881.281 ,  68.679.941 
Sudeste/C.Oeste,  22.952.472 ,  22.581.393 ,  22.779.104 ,  23.035.888 ,  22.895.274 ,  22.564.878 ,  22.344.922 ,  22.944.811 ,  23.138.055 ,  23.487.391 ,  23.961.171 ,  23.516.654 ,  276.202.013 
Sul,  6.617.103 ,  6.952.735 ,  6.833.953 ,  6.572.123 ,  6.613.672 ,  6.498.366 ,  6.544.154 ,  6.797.218 ,  6.572.961 ,  6.654.874 ,  6.849.526 ,  6.885.986 ,  80.392.671 
,,,,,,,,,,,,,
,2012,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  36.305.167 ,  36.900.531 ,  38.623.111 ,  37.995.869 ,  36.810.191 ,  36.528.393 ,  35.917.147 ,  37.179.603 ,  37.661.696 ,  37.796.014 ,  38.643.584 ,  37.765.084 ,  448.126.391 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  2.368.905 ,  2.321.772 ,  2.439.658 ,  2.361.905 ,  2.430.160 ,  2.382.274 ,  2.397.648 ,  2.490.521 ,  2.455.692 ,  2.505.782 ,  2.484.062 ,  2.410.373 ,  29.048.752 
Nordeste,  6.297.828 ,  6.010.436 ,  6.407.753 ,  6.271.553 ,  6.436.375 ,  6.135.291 ,  6.111.808 ,  6.323.564 ,  6.288.243 ,  6.427.697 ,  6.421.108 ,  6.478.746 ,  75.610.402 
Sudeste,  18.915.418 ,  19.339.928 ,  20.230.842 ,  20.295.686 ,  19.244.538 ,  19.343.073 ,  18.762.191 ,  19.393.131 ,  19.904.342 ,  19.837.975 ,  20.485.581 ,  19.506.176 ,  235.258.881 
Sul,  6.353.277 ,  6.812.782 ,  7.026.116 ,  6.534.981 ,  6.141.747 ,  6.180.121 ,  6.188.904 ,  6.391.481 ,  6.340.229 ,  6.251.818 ,  6.543.892 ,  6.725.279 ,  77.490.628 
Centro-Oeste,  2.369.739 ,  2.415.613 ,  2.518.741 ,  2.531.744 ,  2.557.371 ,  2.487.634 ,  2.456.596 ,  2.580.906 ,  2.673.190 ,  2.772.742 ,  2.708.942 ,  2.644.510 ,  30.717.728 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  605.432 ,  642.267 ,  625.665 ,  618.898 ,  626.248 ,  640.553 ,  639.555 ,  682.030 ,  669.984 ,  697.099 ,  715.760 ,  659.099 ,  7.822.590 
Norte,  2.519.336 ,  2.388.287 ,  2.528.737 ,  2.464.743 ,  2.564.902 ,  2.462.680 ,  2.453.561 ,  2.510.949 ,  2.486.488 ,  2.521.284 ,  2.427.264 ,  2.442.993 ,  29.771.224 
Nordeste,  5.308.865 ,  5.073.264 ,  5.426.930 ,  5.297.261 ,  5.414.017 ,  5.150.028 ,  5.164.193 ,  5.335.634 ,  5.303.269 ,  5.436.662 ,  5.467.115 ,  5.519.204 ,  63.896.442 
Sudeste/C.Oeste,  21.518.257 ,  21.983.931 ,  23.015.662 ,  23.079.986 ,  22.063.277 ,  22.095.011 ,  21.470.934 ,  22.259.509 ,  22.861.726 ,  22.889.151 ,  23.489.554 ,  22.418.509 ,  74.469.787 
Sul,  6.353.277 ,  6.812.782 ,  7.026.116 ,  6.534.981 ,  6.141.747 ,  6.180.121 ,  6.188.904 ,  6.391.481 ,  6.340.229 ,  6.251.818 ,  6.543.892 ,  6.725.279 ,  28.204.522 
,,,,,,,,,,,,,
,2011,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  35.873.744 ,  35.444.917 ,  36.350.690 ,  36.048.318 ,  35.565.987 ,  35.159.574 ,  35.417.293 ,  36.335.813 ,  36.965.189 ,  36.743.770 ,  36.368.390 ,  36.741.949 ,  433.015.634 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  2.215.755 ,  2.063.282 ,  2.235.928 ,  2.218.663 ,  2.262.894 ,  2.323.604 ,  2.351.516 ,  2.406.843 ,  2.419.447 ,  2.476.119 ,  2.369.154 ,  2.415.932 ,  74.469.787 
Nordeste,  5.988.600 ,  5.502.639 ,  6.026.836 ,  5.966.554 ,  5.899.310 ,  5.809.043 ,  5.936.622 ,  6.092.998 ,  6.093.026 ,  6.216.199 ,  6.137.780 ,  6.244.198 ,  -   
Sudeste,  19.247.694 ,  19.218.269 ,  19.390.849 ,  19.369.031 ,  18.908.980 ,  18.737.534 ,  18.731.628 ,  19.249.143 ,  19.753.623 ,  19.385.128 ,  19.378.704 ,  19.297.800 ,  2.010 
Sul,  6.285.133 ,  6.504.407 ,  6.435.946 ,  6.183.233 ,  6.147.984 ,  6.011.171 ,  6.081.811 ,  6.177.576 ,  6.133.865 ,  6.118.714 ,  6.045.746 ,  6.344.201 ,  -   
Centro-Oeste,  2.136.562 ,  2.156.320 ,  2.261.131 ,  2.310.837 ,  2.346.819 ,  2.278.222 ,  2.315.716 ,  2.409.253 ,  2.565.228 ,  2.547.610 ,  2.437.006 ,  2.439.818 ,  415.667.758 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  563.105 ,  539.379 ,  558.760 ,  562.467 ,  568.405 ,  592.238 ,  594.421 ,  632.883 ,  656.582 ,  663.908 ,  633.767 ,  623.402 ,  7.189.317 
Norte,  2.427.336 ,  2.212.703 ,  2.446.369 ,  2.425.865 ,  2.497.282 ,  2.520.006 ,  2.561.563 ,  2.594.923 ,  2.556.386 ,  2.606.289 ,  2.494.162 ,  2.553.827 ,  29.896.711 
Nordeste,  4.994.351 ,  4.605.569 ,  5.057.211 ,  4.981.970 ,  4.879.960 ,  4.794.000 ,  4.902.561 ,  5.033.190 ,  5.057.216 ,  5.173.442 ,  5.128.550 ,  5.238.788 ,  59.846.808 
Sudeste/C.Oeste,  21.603.819 ,  21.582.859 ,  21.852.404 ,  21.894.783 ,  21.472.356 ,  21.242.159 ,  21.276.937 ,  21.897.241 ,  22.561.140 ,  22.181.417 ,  22.066.165 ,  21.981.731 ,  261.613.011 
Sul,  6.285.133 ,  6.504.407 ,  6.435.946 ,  6.183.233 ,  6.147.984 ,  6.011.171 ,  6.081.811 ,  6.177.576 ,  6.133.865 ,  6.118.714 ,  6.045.746 ,  6.344.201 ,  74.469.787 
,,,,,,,,,,,,,
,2010,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  33.360.461 ,  33.729.758 ,  35.116.882 ,  35.025.860 ,  34.296.978 ,  34.169.459 ,  33.849.349 ,  34.713.394 ,  35.182.271 ,  35.188.925 ,  35.077.981 ,  35.956.439 ,  415.667.758 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  2.065.345 ,  1.976.810 ,  2.107.323 ,  2.146.015 ,  2.175.440 ,  2.198.244 ,  2.195.788 ,  2.228.538 ,  2.279.912 ,  2.325.698 ,  2.262.057 ,  2.260.546 ,  26.221.714 
Nordeste,  5.739.946 ,  5.589.432 ,  6.118.961 ,  5.884.040 ,  5.959.632 ,  5.905.720 ,  5.844.282 ,  5.833.193 ,  5.896.294 ,  6.123.244 ,  6.136.436 ,  6.165.765 ,  71.196.945 
Sudeste,  17.684.138 ,  18.113.423 ,  18.521.916 ,  18.825.122 ,  18.240.192 ,  18.212.704 ,  17.936.477 ,  18.656.632 ,  18.980.234 ,  18.818.098 ,  18.709.507 ,  19.306.259 ,  222.004.702 
Sul,  5.798.706 ,  5.979.347 ,  6.199.985 ,  5.982.263 ,  5.730.901 ,  5.652.619 ,  5.706.940 ,  5.755.499 ,  5.711.563 ,  5.628.306 ,  5.758.556 ,  6.029.231 ,  69.933.916 
Centro-Oeste,  2.072.325 ,  2.070.746 ,  2.168.697 ,  2.188.420 ,  2.190.813 ,  2.200.172 ,  2.165.862 ,  2.239.532 ,  2.314.269 ,  2.293.579 ,  2.211.426 ,  2.194.639 ,  26.310.480 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  530.185 ,  522.360 ,  519.974 ,  569.974 ,  555.372 ,  572.783 ,  549.102 ,  583.301 ,  609.370 ,  617.640 ,  607.895 ,  583.777 ,  6.821.731 
Norte,  2.304.691 ,  2.153.625 ,  2.347.780 ,  2.309.802 ,  2.373.574 ,  2.369.141 ,  2.407.663 ,  2.452.133 ,  2.439.170 ,  2.485.835 ,  2.419.808 ,  2.455.639 ,  28.518.861 
Nordeste,  4.776.266 ,  4.706.249 ,  5.165.046 ,  4.940.166 ,  4.997.391 ,  4.958.753 ,  4.872.636 ,  4.825.434 ,  4.909.409 ,  5.106.765 ,  5.144.191 ,  5.169.293 ,  59.571.599 
Sudeste/C.Oeste,  19.950.612 ,  20.368.177 ,  20.884.097 ,  21.223.655 ,  20.639.740 ,  20.616.163 ,  20.313.008 ,  21.097.027 ,  21.512.760 ,  21.350.379 ,  21.147.532 ,  21.718.500 ,  250.821.650 
Sul,  5.798.706 ,  5.979.347 ,  6.199.985 ,  5.982.263 ,  5.730.901 ,  5.652.619 ,  5.706.940 ,  5.755.499 ,  5.711.563 ,  5.628.306 ,  5.758.556 ,  6.029.231 ,  69.933.916 
,,,,,,,,,,,,,
,2009,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  30.666.662 ,  30.495.143 ,  31.977.750 ,  32.042.793 ,  30.945.453 ,  30.715.170 ,  31.324.991 ,  32.262.206 ,  32.716.666 ,  33.419.533 ,  33.616.820 ,  34.123.195 ,  384.306.380 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  1.981.913 ,  1.804.162 ,  1.882.490 ,  1.919.027 ,  1.923.559 ,  1.993.823 ,  2.023.693 ,  2.074.891 ,  2.089.534 ,  2.135.822 ,  2.132.369 ,  2.121.716 ,  24.082.999 
Nordeste,  5.340.331 ,  5.098.685 ,  5.391.003 ,  5.307.847 ,  5.189.806 ,  5.122.496 ,  5.257.360 ,  5.501.276 ,  5.581.245 ,  5.779.775 ,  5.705.872 ,  5.968.068 ,  65.243.764 
Sudeste,  16.124.348 ,  16.190.533 ,  16.931.565 ,  17.027.530 ,  16.500.151 ,  16.330.119 ,  16.655.879 ,  17.158.443 ,  17.516.988 ,  17.858.520 ,  18.058.927 ,  18.201.962 ,  204.554.966 
Sul,  5.279.472 ,  5.465.140 ,  5.742.612 ,  5.671.556 ,  5.266.440 ,  5.261.043 ,  5.315.045 ,  5.392.188 ,  5.362.624 ,  5.440.950 ,  5.591.816 ,  5.739.383 ,  65.528.269 
Centro-Oeste,  1.940.598 ,  1.936.623 ,  2.030.080 ,  2.116.833 ,  2.065.497 ,  2.007.689 ,  2.073.014 ,  2.135.408 ,  2.166.275 ,  2.204.466 ,  2.127.836 ,  2.092.066 ,  24.896.383 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  660.399 ,  641.064 ,  642.350 ,  662.345 ,  678.973 ,  681.152 ,  678.137 ,  739.357 ,  760.014 ,  783.998 ,  578.759 ,  568.805 ,  8.075.353 
Norte,  2.258.573 ,  1.979.238 ,  2.109.772 ,  2.106.575 ,  2.150.750 ,  2.182.941 ,  2.254.448 ,  2.279.943 ,  2.271.616 ,  2.310.492 ,  2.287.224 ,  2.292.493 ,  26.484.065 
Nordeste,  4.411.351 ,  4.290.763 ,  4.528.036 ,  4.464.527 ,  4.290.163 ,  4.259.862 ,  4.354.335 ,  4.563.834 ,  4.646.286 ,  4.828.396 ,  4.770.153 ,  5.031.179 ,  54.438.885 
Sudeste/C.Oeste,  18.056.867 ,  18.118.938 ,  18.954.980 ,  19.137.790 ,  18.559.127 ,  18.330.172 ,  18.723.026 ,  19.286.884 ,  19.676.126 ,  20.055.697 ,  20.388.868 ,  20.491.335 ,  229.779.808 
Sul,  5.279.472 ,  5.465.140 ,  5.742.612 ,  5.671.556 ,  5.266.440 ,  5.261.043 ,  5.315.045 ,  5.392.188 ,  5.362.624 ,  5.440.950 ,  5.591.816 ,  5.739.383 ,  65.528.269 
,,,,,,,,,,,,,
,2008,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  31.855.946 ,  31.730.941 ,  32.118.715 ,  31.952.656 ,  32.299.963 ,  31.742.988 ,  32.150.352 ,  33.013.529 ,  32.964.087 ,  33.673.777 ,  33.410.167 ,  31.559.278 ,  388.472.399 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  1.890.320 ,  1.836.296 ,  1.900.506 ,  1.888.899 ,  1.933.034 ,  1.980.943 ,  1.998.546 ,  2.066.807 ,  2.112.487 ,  2.151.182 ,  2.081.744 ,  2.032.318 ,  23.873.082 
Nordeste,  5.505.389 ,  5.284.770 ,  5.365.906 ,  5.266.621 ,  5.436.907 ,  5.241.035 ,  5.334.190 ,  5.400.231 ,  5.461.714 ,  5.685.044 ,  5.585.549 ,  5.535.839 ,  65.103.195 
Sudeste,  17.157.633 ,  17.088.727 ,  17.293.931 ,  17.284.914 ,  17.577.262 ,  17.180.445 ,  17.451.996 ,  17.983.892 ,  17.869.017 ,  18.231.987 ,  18.164.111 ,  16.659.849 ,  209.943.764 
Sul,  5.491.078 ,  5.689.547 ,  5.723.834 ,  5.604.344 ,  5.382.338 ,  5.368.281 ,  5.419.027 ,  5.520.183 ,  5.412.749 ,  5.481.462 ,  5.441.085 ,  5.366.031 ,  65.899.959 
Centro-Oeste,  1.811.526 ,  1.831.601 ,  1.834.538 ,  1.907.878 ,  1.970.422 ,  1.972.284 ,  1.946.593 ,  2.042.416 ,  2.108.120 ,  2.124.102 ,  2.137.678 ,  1.965.241 ,  23.652.399 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  643.748 ,  632.555 ,  643.022 ,  652.059 ,  674.466 ,  677.641 ,  675.002 ,  731.190 ,  754.347 ,  740.672 ,  754.472 ,  704.255 ,  8.283.429 
Norte,  2.176.344 ,  2.062.095 ,  2.169.060 ,  2.116.218 ,  2.173.036 ,  2.211.338 ,  2.273.269 ,  2.297.754 ,  2.310.179 ,  2.385.308 ,  2.278.183 ,  2.270.448 ,  26.723.232 
Nordeste,  4.589.009 ,  4.439.813 ,  4.467.010 ,  4.400.292 ,  4.535.807 ,  4.346.576 ,  4.398.138 ,  4.451.699 ,  4.524.420 ,  4.722.599 ,  4.646.554 ,  4.604.250 ,  54.126.167 
Sudeste/C.Oeste,  18.955.767 ,  18.906.931 ,  19.115.789 ,  19.179.743 ,  19.534.316 ,  19.139.152 ,  19.384.916 ,  20.012.703 ,  19.962.392 ,  20.343.736 ,  20.289.873 ,  18.614.294 ,  233.439.612 
Sul,  5.491.078 ,  5.689.547 ,  5.723.834 ,  5.604.344 ,  5.382.338 ,  5.368.281 ,  5.419.027 ,  5.520.183 ,  5.412.749 ,  5.481.462 ,  5.441.085 ,  5.366.031 ,  65.899.959 
,,,,,,,,,,,,,
,2007,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  30.699.704 ,  30.324.669 ,  31.312.900 ,  32.030.744 ,  31.382.917 ,  30.766.760 ,  30.500.299 ,  31.181.133 ,  31.735.736 ,  32.135.735 ,  32.654.491 ,  32.304.926 ,  377.030.014 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  1.833.708 ,  1.752.986 ,  1.820.537 ,  1.832.867 ,  1.889.427 ,  1.899.318 ,  1.912.792 ,  1.950.708 ,  1.964.607 ,  2.006.525 ,  1.995.582 ,  1.991.017 ,  22.850.074 
Nordeste,  5.184.828 ,  4.883.152 ,  4.985.447 ,  5.117.947 ,  5.132.742 ,  5.079.581 ,  5.131.886 ,  5.212.952 ,  5.148.024 ,  5.440.994 ,  5.502.715 ,  5.546.780 ,  62.367.048 
Sudeste,  16.699.870 ,  16.615.359 ,  17.288.542 ,  17.761.372 ,  17.290.528 ,  16.890.489 ,  16.589.542 ,  16.970.732 ,  17.585.510 ,  17.488.650 ,  17.983.265 ,  17.621.312 ,  206.785.171 
Sul,  5.203.429 ,  5.351.937 ,  5.424.059 ,  5.404.659 ,  5.219.841 ,  5.114.607 ,  5.056.898 ,  5.194.645 ,  5.157.841 ,  5.240.394 ,  5.294.910 ,  5.333.163 ,  62.996.383 
Centro-Oeste,  1.777.869 ,  1.721.235 ,  1.794.315 ,  1.913.899 ,  1.850.379 ,  1.782.765 ,  1.809.181 ,  1.852.096 ,  1.879.754 ,  1.959.172 ,  1.878.019 ,  1.812.654 ,  22.031.338 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  610.999 ,  613.674 ,  613.844 ,  632.726 ,  637.929 ,  649.524 ,  640.495 ,  659.124 ,  690.497 ,  692.060 ,  703.637 ,  682.025 ,  7.826.534 
Norte,  2.129.379 ,  1.965.130 ,  2.091.436 ,  2.088.417 ,  2.172.209 ,  2.138.391 ,  2.187.175 ,  2.234.128 ,  2.180.370 ,  2.260.957 ,  2.221.822 ,  2.252.062 ,  25.921.476 
Nordeste,  4.293.362 ,  4.072.821 ,  4.116.069 ,  4.245.411 ,  4.227.316 ,  4.203.769 ,  4.229.714 ,  4.283.116 ,  4.255.922 ,  4.508.399 ,  4.586.600 ,  4.616.989 ,  51.639.488 
Sudeste/C.Oeste,  18.462.535 ,  18.321.107 ,  19.067.492 ,  19.659.531 ,  19.125.622 ,  18.660.469 ,  18.386.017 ,  18.810.120 ,  19.451.106 ,  19.433.925 ,  19.847.522 ,  19.420.687 ,  228.646.133 
Sul,  5.203.429 ,  5.351.937 ,  5.424.059 ,  5.404.659 ,  5.219.841 ,  5.114.607 ,  5.056.898 ,  5.194.645 ,  5.157.841 ,  5.240.394 ,  5.294.910 ,  5.333.163 ,  62.996.383 
,,,,,,,,,,,,,
,2006,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  28.880.911 ,  29.383.487 ,  29.897.828 ,  29.887.953 ,  28.925.039 ,  29.068.798 ,  29.113.809 ,  29.886.236 ,  29.916.631 ,  30.143.525 ,  30.531.121 ,  30.493.979 ,  356.129.316 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  1.727.932 ,  1.646.352 ,  1.741.060 ,  1.733.653 ,  1.753.959 ,  1.761.920 ,  1.812.929 ,  1.851.943 ,  1.886.314 ,  1.899.959 ,  1.871.574 ,  1.864.370 ,  21.551.966 
Nordeste,  4.913.182 ,  4.704.041 ,  4.976.022 ,  4.856.338 ,  4.793.832 ,  4.769.522 ,  4.760.160 ,  4.939.400 ,  4.950.953 ,  5.141.501 ,  5.132.731 ,  5.122.710 ,  59.060.392 
Sudeste,  15.695.620 ,  16.178.818 ,  16.273.217 ,  16.494.218 ,  15.885.835 ,  15.969.883 ,  15.981.707 ,  16.352.070 ,  16.434.266 ,  16.453.398 ,  16.722.623 ,  16.689.648 ,  195.131.302 
Sul,  4.927.600 ,  5.187.222 ,  5.211.509 ,  5.062.543 ,  4.807.141 ,  4.879.786 ,  4.847.373 ,  4.957.961 ,  4.841.502 ,  4.852.385 ,  5.043.949 ,  5.074.875 ,  59.693.847 
Centro-Oeste,  1.616.577 ,  1.667.054 ,  1.696.020 ,  1.741.200 ,  1.684.272 ,  1.687.687 ,  1.711.640 ,  1.784.863 ,  1.803.594 ,  1.796.283 ,  1.760.244 ,  1.742.376 ,  20.691.809 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  573.678 ,  572.318 ,  573.765 ,  593.409 ,  583.257 ,  597.955 ,  622.176 ,  630.911 ,  673.536 ,  659.545 ,  661.747 ,  644.481 ,  7.386.778 
Norte,  1.983.975 ,  1.845.538 ,  1.997.492 ,  1.979.413 ,  2.002.934 ,  2.006.597 ,  2.057.709 ,  2.119.573 ,  2.099.683 ,  2.156.880 ,  2.097.589 ,  2.133.465 ,  24.480.849 
Nordeste,  4.096.943 ,  3.946.336 ,  4.159.995 ,  4.031.775 ,  3.975.978 ,  3.941.536 ,  3.907.604 ,  4.055.591 ,  4.079.746 ,  4.240.865 ,  4.260.667 ,  4.224.038 ,  48.921.074 
Sudeste/C.Oeste,  17.298.716 ,  17.832.072 ,  17.955.066 ,  18.220.813 ,  17.555.728 ,  17.642.923 ,  17.678.948 ,  18.122.200 ,  18.222.163 ,  18.233.851 ,  18.467.169 ,  18.417.119 ,  215.646.768 
Sul,  4.927.600 ,  5.187.222 ,  5.211.509 ,  5.062.543 ,  4.807.141 ,  4.879.786 ,  4.847.373 ,  4.957.961 ,  4.841.502 ,  4.852.385 ,  5.043.949 ,  5.074.875 ,  59.693.847 
,,,,,,,,,,,,,
,2005,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  28.375.437 ,  27.838.481 ,  28.598.632 ,  29.355.502 ,  28.482.151 ,  28.326.182 ,  28.322.317 ,  28.764.355 ,  29.335.128 ,  29.145.312 ,  29.287.617 ,  29.505.146 ,  345.336.260 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  1.687.539 ,  1.619.124 ,  1.669.598 ,  1.651.887 ,  1.689.409 ,  1.692.288 ,  1.718.918 ,  1.725.457 ,  1.752.161 ,  1.796.178 ,  1.787.687 ,  1.774.268 ,  20.564.513 
Nordeste,  4.775.176 ,  4.526.038 ,  4.692.201 ,  4.675.415 ,  4.738.601 ,  4.575.215 ,  4.643.778 ,  4.739.651 ,  4.763.781 ,  4.849.539 ,  4.919.391 ,  5.005.464 ,  56.904.251 
